age,workclass,fnlwgt,education_num,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,education_level,occupation_grouped,native_region,age_group
30,self-employed,182089,9,married,male spouse,white,male,0,0,85,<=50k,secondary-school graduate,blue collar,north america,26-35
36,private,186865,16,married,male spouse,white,male,0,0,60,>50k,tertiary,white collar,north america,36-45
20,government,158206,12,single,single,white,male,0,0,30,<=50k,associate,white collar,north america,18-25
61,unknown,229744,2,married,male spouse,white,male,3942,0,20,<=50k,primary,unknown,north america,61-75
27,private,141545,9,married,male spouse,white,male,0,1902,45,<=50k,secondary-school graduate,blue collar,north america,26-35
59,government,50929,10,married,male spouse,white,male,0,0,60,>50k,some college,white collar,north america,46-60
60,private,132529,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
43,private,260696,13,divorced or separated,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,36-45
35,private,231180,9,divorced or separated,single,white,male,0,0,60,<=50k,secondary-school graduate,blue collar,north america,26-35
40,private,223277,13,married,male spouse,white,male,0,0,50,>50k,tertiary,white collar,north america,36-45
20,private,279538,7,married,extended relative,white,male,2961,0,35,<=50k,secondary,blue collar,north america,18-25
47,private,46044,14,married,male spouse,white,male,0,0,40,<=50k,tertiary,white collar,north america,46-60
40,private,168071,12,divorced or separated,single,white,male,0,0,50,<=50k,associate,white collar,north america,36-45
20,private,79691,9,single,child,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
75,unknown,114204,10,married,male spouse,white,male,0,0,13,<=50k,some college,unknown,north america,61-75
25,private,124111,10,single,child,white,female,0,0,40,<=50k,some college,white collar,north america,18-25
47,private,104521,11,married,male spouse,white,male,0,0,40,>50k,associate,white collar,north america,46-60
29,self-employed,128516,12,widowed,single,white,female,0,0,40,>50k,associate,white collar,north america,26-35
34,private,112564,9,married,male spouse,white,male,0,0,45,<=50k,secondary-school graduate,blue collar,north america,26-35
45,government,32186,13,divorced or separated,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,36-45
23,private,239663,10,single,child,white,male,2597,0,50,<=50k,some college,blue collar,north america,18-25
46,private,269284,12,widowed,single,white,female,0,0,40,<=50k,associate,white collar,north america,46-60
41,government,175537,10,divorced or separated,single,black,female,0,0,38,<=50k,some college,blue collar,north america,36-45
29,private,444304,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,26-35
17,private,27415,7,single,child,american indian or eskimo,male,0,0,20,<=50k,secondary,blue collar,north america,<18
39,private,174343,5,married,male spouse,white,male,0,0,40,<=50k,secondary,blue collar,north america,36-45
37,private,148143,9,single,single,black,female,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
34,private,209213,9,married,male spouse,black,male,0,0,40,<=50k,secondary-school graduate,blue collar,other,26-35
20,private,165097,9,single,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
18,unknown,51574,9,single,child,asian or pacific islander,female,0,1602,38,<=50k,secondary-school graduate,unknown,north america,<18
52,private,167651,11,married,male spouse,white,male,0,0,40,>50k,associate,blue collar,north america,46-60
42,government,29075,12,married,female spouse,american indian or eskimo,female,0,0,40,<=50k,associate,white collar,north america,36-45
22,private,396895,3,married,male spouse,white,male,0,0,35,<=50k,primary,blue collar,north america,18-25
66,government,71075,10,divorced or separated,single,white,female,0,0,55,<=50k,some college,white collar,north america,61-75
35,private,129573,9,married,male spouse,white,male,0,0,65,<=50k,secondary-school graduate,blue collar,north america,26-35
40,government,183765,12,single,single,white,male,0,0,40,>50k,associate,white collar,north america,36-45
21,private,164991,9,divorced or separated,single,american indian or eskimo,female,0,0,38,<=50k,secondary-school graduate,white collar,north america,18-25
51,government,154891,9,divorced or separated,single,white,male,0,0,52,<=50k,secondary-school graduate,service,north america,46-60
34,private,200117,6,married,male spouse,white,male,0,0,40,<=50k,secondary,blue collar,north america,26-35
24,private,176389,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
43,private,342567,13,married or separated,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,36-45
34,private,178841,13,married,female spouse,white,female,0,0,40,>50k,tertiary,white collar,north america,26-35
42,government,191149,14,single,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,36-45
41,private,29702,11,single,single,white,male,0,0,30,<=50k,associate,blue collar,north america,36-45
21,private,157893,9,single,child,white,female,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
64,government,31993,4,married,male spouse,white,male,0,0,10,<=50k,primary,service,north america,61-75
24,government,210736,9,single,single,white,female,0,1974,40,<=50k,secondary-school graduate,white collar,north america,18-25
23,private,39615,10,single,child,white,male,0,0,10,<=50k,some college,blue collar,north america,18-25
29,private,200511,9,married,male spouse,white,male,0,0,50,<=50k,secondary-school graduate,white collar,north america,26-35
44,self-employed,47818,9,divorced or separated,single,white,female,0,0,60,<=50k,secondary-school graduate,white collar,north america,36-45
28,private,183155,13,married,male spouse,white,male,0,0,55,<=50k,tertiary,white collar,north america,26-35
33,self-employed,374905,9,married,male spouse,white,male,0,0,50,>50k,secondary-school graduate,white collar,north america,26-35
35,private,128876,10,married,male spouse,white,male,0,0,40,<=50k,some college,blue collar,north america,26-35
41,private,202872,6,married or separated,single,white,female,0,0,40,<=50k,secondary,blue collar,north america,36-45
42,private,153414,13,married,male spouse,black,male,0,0,40,>50k,tertiary,white collar,north america,36-45
51,self-employed,24790,10,married,male spouse,white,male,0,0,99,>50k,some college,white collar,north america,46-60
32,private,316769,7,single,single,black,female,0,0,40,<=50k,secondary,service,central america,26-35
37,private,126569,9,single,child,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
18,private,128538,7,single,child,white,female,0,0,25,<=50k,secondary,white collar,north america,<18
24,private,234640,11,single,child,white,female,0,0,35,<=50k,associate,service,north america,18-25
29,unknown,65372,10,divorced or separated,single,white,female,0,0,40,<=50k,some college,unknown,north america,26-35
45,private,343377,10,married,male spouse,white,male,0,0,40,<=50k,some college,white collar,north america,36-45
52,government,30731,13,married,male spouse,white,male,0,0,45,>50k,tertiary,white collar,north america,46-60
35,private,412379,9,single,single,white,female,0,0,40,<=50k,secondary-school graduate,service,north america,26-35
46,self-employed,112320,13,divorced or separated,single,white,female,0,0,50,<=50k,tertiary,white collar,north america,46-60
63,private,181929,9,widowed,single,white,male,0,0,50,>50k,secondary-school graduate,white collar,north america,61-75
32,government,100135,13,married,female spouse,white,female,0,0,35,>50k,tertiary,white collar,north america,26-35
24,private,128061,9,single,child,white,female,594,0,15,<=50k,secondary-school graduate,service,north america,18-25
72,unknown,402306,10,married,male spouse,white,male,0,0,32,<=50k,some college,unknown,north america,61-75
35,unknown,98389,10,single,single,white,male,0,0,10,<=50k,some college,unknown,north america,26-35
29,private,179565,13,single,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,26-35
35,private,64922,13,married,male spouse,white,male,7688,0,50,>50k,tertiary,white collar,north america,26-35
70,private,102610,6,married,male spouse,white,male,0,0,32,<=50k,secondary,blue collar,north america,61-75
65,unknown,115513,13,married,male spouse,white,male,5556,0,48,>50k,tertiary,unknown,north america,61-75
36,private,150548,9,single,single,white,female,0,0,30,<=50k,secondary-school graduate,blue collar,north america,36-45
53,private,133219,9,married,male spouse,black,male,4386,0,30,>50k,secondary-school graduate,service,north america,46-60
49,government,67001,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
60,private,162347,15,married,male spouse,white,male,0,1902,40,>50k,tertiary,white collar,north america,46-60
18,private,138557,7,single,child,white,male,0,0,40,<=50k,secondary,blue collar,north america,<18
21,private,170456,10,single,child,white,male,0,0,35,<=50k,some college,service,europe,18-25
42,private,66006,6,single,single,black,male,0,0,40,<=50k,secondary,blue collar,north america,36-45
25,government,176077,14,single,single,white,female,0,0,37,<=50k,tertiary,white collar,north america,18-25
32,private,218322,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
25,self-employed,181691,9,married,male spouse,white,male,0,0,60,<=50k,secondary-school graduate,white collar,other,18-25
47,private,168232,13,married,male spouse,white,male,7298,0,40,>50k,tertiary,white collar,north america,46-60
30,private,161690,11,single,single,white,female,0,0,40,<=50k,associate,white collar,north america,26-35
21,unknown,242736,12,single,child,white,female,0,0,40,<=50k,associate,unknown,north america,18-25
38,self-employed,67317,13,married,male spouse,white,male,0,0,60,<=50k,tertiary,blue collar,north america,36-45
34,private,265807,9,married,male spouse,white,male,0,2051,55,<=50k,secondary-school graduate,blue collar,north america,26-35
37,private,99357,12,single,single,white,female,0,0,30,<=50k,associate,service,north america,36-45
56,private,170070,9,married,female spouse,white,female,0,0,40,>50k,secondary-school graduate,white collar,north america,46-60
52,government,231166,11,married,male spouse,white,male,0,0,40,<=50k,associate,white collar,north america,46-60
23,private,62339,13,single,child,white,male,0,0,40,<=50k,tertiary,white collar,north america,18-25
29,government,118520,9,married,male spouse,white,male,0,0,42,<=50k,secondary-school graduate,service,north america,26-35
45,private,155659,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,blue collar,north america,36-45
23,government,157331,13,single,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,18-25
45,private,341762,14,married,male spouse,white,male,0,0,65,>50k,tertiary,white collar,north america,36-45
30,private,164190,13,single,single,white,male,0,0,42,<=50k,tertiary,white collar,north america,26-35
45,private,83064,13,married,male spouse,white,male,0,0,50,<=50k,tertiary,white collar,north america,36-45
26,private,304283,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
23,private,436798,10,married,male spouse,white,male,0,0,40,<=50k,some college,blue collar,north america,18-25
24,private,29302,10,single,child,white,female,0,0,40,<=50k,some college,service,other,18-25
43,private,104660,14,widowed,single,white,male,4934,0,40,>50k,tertiary,white collar,north america,36-45
42,private,79036,9,divorced or separated,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
72,private,165622,10,widowed,single,white,female,0,0,25,<=50k,some college,white collar,north america,61-75
21,unknown,177287,10,single,child,white,female,0,0,40,<=50k,some college,unknown,north america,18-25
57,private,199847,13,married,male spouse,white,male,15024,0,60,>50k,tertiary,white collar,north america,46-60
24,private,22966,13,married,male spouse,white,male,0,0,45,<=50k,tertiary,white collar,north america,18-25
27,private,59068,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
54,private,77336,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,46-60
42,government,96524,9,married,male spouse,white,male,0,0,60,>50k,secondary-school graduate,white collar,north america,36-45
17,private,143868,5,single,child,black,male,0,0,40,<=50k,secondary,service,north america,<18
48,private,121424,13,married,male spouse,white,male,0,0,55,>50k,tertiary,white collar,north america,46-60
39,private,176279,13,divorced or separated,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,36-45
41,self-employed,177905,13,married,male spouse,white,male,7688,0,70,>50k,tertiary,white collar,north america,36-45
50,private,205100,4,married,female spouse,white,female,0,0,35,<=50k,primary,service,other,46-60
57,private,353881,9,divorced or separated,single,white,male,0,0,45,<=50k,secondary-school graduate,blue collar,north america,46-60
44,government,177937,16,married,male spouse,white,male,0,0,36,>50k,tertiary,white collar,north america,36-45
20,unknown,122244,9,single,single,white,female,0,0,28,<=50k,secondary-school graduate,unknown,north america,18-25
49,private,125892,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,46-60
44,private,155472,12,single,single,black,female,1151,0,50,<=50k,associate,white collar,north america,36-45
42,private,355728,11,single,single,white,male,0,0,44,<=50k,associate,blue collar,north america,36-45
18,unknown,245274,10,single,child,white,male,0,0,16,<=50k,some college,unknown,north america,<18
18,private,240330,8,single,child,white,male,0,0,18,<=50k,secondary,service,north america,<18
51,private,182944,9,widowed,single,black,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,46-60
28,private,264498,13,single,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,26-35
39,private,110426,12,married,female spouse,white,female,15024,0,45,>50k,associate,white collar,north america,36-45
25,private,166971,9,married,male spouse,white,male,0,0,52,<=50k,secondary-school graduate,white collar,north america,18-25
41,private,347653,15,married,male spouse,white,male,0,1977,50,>50k,tertiary,white collar,north america,36-45
39,private,33975,10,married,male spouse,white,male,0,0,40,>50k,some college,white collar,north america,36-45
42,self-employed,215219,7,divorced or separated,single,white,female,0,0,30,<=50k,secondary,service,north america,36-45
33,private,190772,9,single,single,white,female,0,1617,40,<=50k,secondary-school graduate,white collar,north america,26-35
63,unknown,331527,6,married,male spouse,white,male,0,0,40,<=50k,secondary,unknown,north america,61-75
47,private,162494,10,divorced or separated,single,white,female,0,0,45,>50k,some college,white collar,north america,46-60
27,government,85918,13,married,male spouse,white,male,0,0,68,<=50k,tertiary,service,north america,26-35
39,private,91367,14,married,male spouse,white,male,0,1848,45,>50k,tertiary,white collar,north america,36-45
20,private,182342,10,single,child,white,male,0,0,40,<=50k,some college,blue collar,north america,18-25
49,private,129640,9,single,single,white,female,0,0,40,<=50k,secondary-school graduate,service,north america,46-60
70,unknown,133536,9,married,male spouse,white,male,0,0,28,<=50k,secondary-school graduate,unknown,north america,61-75
46,private,148738,9,married,male spouse,white,male,0,1740,35,<=50k,secondary-school graduate,blue collar,north america,46-60
47,private,102583,9,married,male spouse,white,male,0,0,30,>50k,secondary-school graduate,white collar,north america,46-60
35,private,111387,5,single,single,white,male,0,0,40,<=50k,secondary,blue collar,north america,26-35
24,private,241752,9,single,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
22,unknown,334593,10,single,single,white,male,0,0,40,<=50k,some college,unknown,north america,18-25
43,private,101950,13,divorced or separated,single,white,female,0,0,35,<=50k,tertiary,service,north america,36-45
60,government,212856,14,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,other,46-60
53,private,183973,7,married,male spouse,white,male,0,0,48,>50k,secondary,blue collar,north america,46-60
47,private,142061,10,divorced or separated,single,white,female,0,0,40,<=50k,some college,white collar,north america,46-60
34,private,158615,10,married,male spouse,white,male,0,0,40,<=50k,some college,blue collar,north america,26-35
37,private,29145,11,single,single,white,male,0,0,40,<=50k,associate,service,north america,36-45
35,private,40135,9,single,child,white,male,0,0,30,<=50k,secondary-school graduate,service,north america,26-35
23,private,224640,10,single,single,white,female,0,0,40,<=50k,some college,white collar,north america,18-25
27,unknown,146651,9,married,child,white,female,0,0,15,<=50k,secondary-school graduate,unknown,north america,26-35
29,private,167737,9,single,extended relative,white,male,0,0,50,<=50k,secondary-school graduate,blue collar,north america,26-35
23,private,60331,10,single,single,white,male,0,0,40,<=50k,some college,blue collar,north america,18-25
35,private,187167,9,divorced or separated,single,white,female,0,0,35,<=50k,secondary-school graduate,service,north america,26-35
18,unknown,157131,9,single,child,white,female,0,0,12,<=50k,secondary-school graduate,unknown,north america,<18
27,government,255237,13,single,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,26-35
56,unknown,192325,10,divorced or separated,single,white,female,0,0,20,<=50k,some college,unknown,north america,46-60
40,private,163342,9,single,single,white,female,0,0,70,<=50k,secondary-school graduate,white collar,north america,36-45
31,private,129775,13,married,male spouse,white,male,0,0,65,<=50k,tertiary,white collar,north america,26-35
18,private,206008,10,single,single,white,male,2176,0,40,<=50k,some college,white collar,north america,<18
25,private,397317,12,single,single,white,female,0,0,40,<=50k,associate,white collar,north america,18-25
36,private,745768,10,single,single,black,female,0,0,40,<=50k,some college,service,north america,36-45
38,private,141550,6,divorced or separated,single,white,male,0,0,40,<=50k,secondary,blue collar,north america,36-45
52,private,35576,9,widowed,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
23,private,376383,9,single,single,white,male,0,0,35,<=50k,secondary-school graduate,service,north america,18-25
48,self-employed,200825,10,married,male spouse,white,male,0,0,30,>50k,some college,white collar,north america,46-60
34,unknown,362787,9,single,single,black,female,0,0,35,<=50k,secondary-school graduate,unknown,north america,26-35
46,private,116789,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,white collar,north america,46-60
26,private,160300,9,married or separated,single,white,male,0,0,40,<=50k,secondary-school graduate,service,north america,26-35
47,private,362654,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
21,unknown,107801,10,single,child,white,female,0,0,3,<=50k,some college,unknown,north america,18-25
65,private,170939,13,divorced or separated,single,white,male,6723,0,40,<=50k,tertiary,white collar,north america,61-75
31,government,224234,9,married,male spouse,black,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
38,private,478346,9,married,female spouse,white,female,7688,0,40,>50k,secondary-school graduate,white collar,north america,36-45
68,private,211162,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,61-75
26,private,147638,13,single,extended relative,asian or pacific islander,female,0,0,40,<=50k,tertiary,white collar,asia,26-35
42,private,104647,9,divorced or separated,single,white,male,0,0,40,<=50k,secondary-school graduate,service,north america,36-45
49,private,67365,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,blue collar,north america,46-60
42,private,230959,13,married,female spouse,asian or pacific islander,female,0,1887,40,>50k,tertiary,white collar,asia,36-45
39,private,176335,14,married,male spouse,white,male,7688,0,65,>50k,tertiary,white collar,north america,36-45
31,self-employed,268482,5,married,male spouse,white,male,0,0,40,<=50k,secondary,blue collar,north america,26-35
28,government,288731,13,married,male spouse,white,male,0,0,20,<=50k,tertiary,white collar,north america,26-35
36,private,231082,13,divorced or separated,single,white,female,0,0,50,<=50k,tertiary,white collar,north america,36-45
42,government,333530,10,married,female spouse,white,female,0,0,40,>50k,some college,white collar,north america,36-45
62,private,214288,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,61-75
21,private,118023,9,single,child,white,male,0,0,24,<=50k,secondary-school graduate,blue collar,north america,18-25
21,private,187088,10,single,child,other,female,0,0,20,<=50k,some college,white collar,central america,18-25
60,unknown,174073,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,unknown,north america,46-60
22,private,133833,10,single,child,white,female,0,0,25,<=50k,some college,service,north america,18-25
30,private,229772,6,married,male spouse,white,male,0,0,40,<=50k,secondary,blue collar,north america,26-35
64,private,210082,9,widowed,single,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,61-75
28,private,119287,13,married,female spouse,white,female,15024,0,28,>50k,tertiary,white collar,north america,26-35
41,self-employed,111772,12,married,male spouse,white,male,0,1887,40,>50k,associate,blue collar,north america,36-45
25,private,122999,9,single,extended relative,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
27,private,44767,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
40,private,200574,12,married,male spouse,white,male,0,0,44,<=50k,associate,white collar,north america,36-45
58,private,236596,10,married,male spouse,white,male,0,0,40,>50k,some college,white collar,north america,46-60
31,private,33124,15,single,single,white,female,0,0,99,<=50k,tertiary,white collar,north america,26-35
50,government,308764,9,widowed,single,white,female,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
27,private,103524,9,divorced or separated,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
31,unknown,99483,9,single,child,american indian or eskimo,male,0,0,40,<=50k,secondary-school graduate,unknown,north america,26-35
50,private,230951,13,married,male spouse,white,male,0,0,40,<=50k,tertiary,white collar,north america,46-60
45,private,99355,9,married,male spouse,black,male,0,0,40,>50k,secondary-school graduate,service,north america,36-45
33,private,857532,8,single,child,black,male,0,0,40,<=50k,secondary,service,north america,26-35
62,private,81116,10,divorced or separated,single,white,male,0,1974,40,<=50k,some college,white collar,north america,61-75
38,private,154410,9,married,male spouse,white,male,0,2051,40,<=50k,secondary-school graduate,blue collar,europe,36-45
19,private,198943,10,single,child,white,female,0,0,35,<=50k,some college,service,north america,18-25
30,private,311696,7,married,female spouse,black,female,0,0,30,<=50k,secondary,service,north america,26-35
38,private,252897,10,divorced or separated,child,white,female,0,0,25,<=50k,some college,white collar,north america,36-45
42,self-employed,39539,9,married,male spouse,white,male,0,0,99,>50k,secondary-school graduate,blue collar,north america,36-45
49,self-employed,122066,10,divorced or separated,single,white,male,0,0,25,<=50k,some college,white collar,north america,46-60
53,private,110977,14,married,male spouse,white,male,0,1902,50,>50k,tertiary,white collar,north america,46-60
45,government,199590,10,married,male spouse,white,male,0,1887,40,>50k,some college,blue collar,north america,36-45
24,private,202721,10,single,child,black,female,0,0,40,<=50k,some college,white collar,north america,18-25
29,private,197565,11,single,child,white,female,0,0,35,<=50k,associate,white collar,north america,26-35
24,private,206827,10,single,child,white,female,5060,0,30,<=50k,some college,white collar,north america,18-25
38,government,190895,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,other,36-45
25,self-employed,158751,11,single,single,white,male,0,0,55,<=50k,associate,blue collar,north america,18-25
51,government,243631,6,married,male spouse,american indian or eskimo,male,0,0,40,<=50k,secondary,blue collar,north america,46-60
17,unknown,219277,7,single,child,white,female,0,0,20,<=50k,secondary,unknown,north america,<18
19,private,45381,10,single,child,white,female,0,0,8,<=50k,some college,white collar,north america,18-25
38,private,167482,10,married,male spouse,white,male,0,0,52,>50k,some college,blue collar,north america,36-45
60,private,225014,9,divorced or separated,single,white,female,0,0,40,<=50k,secondary-school graduate,service,north america,46-60
29,self-employed,405083,9,single,single,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,26-35
66,unknown,186061,10,widowed,single,black,female,0,4356,40,<=50k,some college,unknown,north america,61-75
28,government,24153,6,married,female spouse,american indian or eskimo,female,0,0,40,<=50k,secondary,service,north america,26-35
36,private,126569,9,married,male spouse,white,male,0,0,45,>50k,secondary-school graduate,white collar,south america,36-45
57,unknown,137658,9,married,male spouse,other,male,0,0,5,<=50k,secondary-school graduate,unknown,south america,46-60
24,private,315476,12,single,child,white,male,0,0,40,<=50k,associate,blue collar,north america,18-25
43,private,248186,12,single,single,white,female,0,0,38,<=50k,associate,white collar,north america,36-45
29,self-employed,206903,15,married,male spouse,white,male,0,0,55,>50k,tertiary,white collar,north america,26-35
67,self-employed,191380,15,married,male spouse,white,male,20051,0,25,>50k,tertiary,white collar,north america,61-75
20,private,191910,9,single,child,white,male,0,0,40,<=50k,secondary-school graduate,service,north america,18-25
21,private,145119,10,single,child,asian or pacific islander,male,0,0,20,<=50k,some college,service,north america,18-25
20,private,130840,6,single,child,white,male,0,0,40,<=50k,secondary,blue collar,north america,18-25
42,private,33126,12,married,male spouse,white,male,0,0,60,>50k,associate,white collar,north america,36-45
20,private,334105,10,single,child,white,female,0,0,10,<=50k,some college,service,north america,18-25
19,government,354104,9,single,child,white,male,0,0,35,<=50k,secondary-school graduate,white collar,north america,18-25
34,private,111985,9,married,male spouse,white,male,0,0,45,<=50k,secondary-school graduate,blue collar,north america,26-35
40,government,321187,13,single,single,white,female,0,0,45,<=50k,tertiary,white collar,north america,36-45
33,private,138142,10,divorced or separated,single,black,female,0,0,25,<=50k,some college,service,north america,26-35
36,private,296999,10,divorced or separated,single,white,female,0,0,37,<=50k,some college,blue collar,north america,36-45
43,private,155106,12,divorced or separated,single,white,male,0,2444,70,>50k,associate,blue collar,north america,36-45
41,government,174491,9,divorced or separated,single,black,female,0,0,40,<=50k,secondary-school graduate,service,north america,36-45
34,government,173266,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,white collar,north america,26-35
33,private,25610,12,married,male spouse,other,male,0,0,40,>50k,associate,white collar,asia,26-35
47,private,187563,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
41,private,196344,2,married,male spouse,white,male,0,0,50,<=50k,primary,white collar,north america,36-45
40,private,205047,9,married or separated,single,white,male,0,0,40,>50k,secondary-school graduate,blue collar,north america,36-45
28,private,715938,13,single,child,black,male,0,0,40,<=50k,tertiary,blue collar,north america,26-35
62,self-employed,224520,9,married,male spouse,white,male,0,0,90,>50k,secondary-school graduate,white collar,north america,61-75
29,private,229656,9,divorced or separated,single,white,female,0,0,50,<=50k,secondary-school graduate,white collar,north america,26-35
46,private,97883,10,divorced or separated,single,white,female,0,0,40,<=50k,some college,white collar,north america,46-60
28,private,131298,9,single,single,white,male,0,0,60,<=50k,secondary-school graduate,service,north america,26-35
57,government,197875,9,divorced or separated,single,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,46-60
22,private,172766,10,single,child,white,female,0,0,40,<=50k,some college,white collar,north america,18-25
28,government,175796,12,single,single,white,female,0,0,40,<=50k,associate,white collar,north america,26-35
24,private,51973,13,single,single,white,female,0,0,45,<=50k,tertiary,white collar,north america,18-25
54,self-employed,28186,13,divorced or separated,single,white,male,27828,0,50,>50k,tertiary,blue collar,north america,46-60
22,private,291979,7,divorced or separated,single,white,male,0,0,40,<=50k,secondary,blue collar,north america,18-25
36,government,180752,13,single,single,black,female,0,0,40,<=50k,tertiary,service,north america,36-45
50,private,234657,10,divorced or separated,single,white,female,0,0,40,<=50k,some college,white collar,north america,46-60
18,private,39411,7,single,child,white,male,0,0,24,<=50k,secondary,blue collar,north america,<18
52,government,334273,12,married,male spouse,white,male,0,0,40,>50k,associate,white collar,north america,46-60
41,private,192779,4,married,male spouse,white,male,0,0,40,<=50k,primary,service,other,36-45
21,unknown,105312,9,single,single,white,female,0,0,20,<=50k,secondary-school graduate,unknown,north america,18-25
36,private,171676,13,single,single,white,female,0,1741,40,<=50k,tertiary,white collar,north america,36-45
34,self-employed,182714,13,single,single,white,female,0,0,55,>50k,tertiary,white collar,north america,26-35
21,private,231866,11,single,child,white,male,0,0,40,<=50k,associate,blue collar,north america,18-25
46,private,102102,9,single,single,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,46-60
57,unknown,50248,10,married,male spouse,white,male,0,0,40,<=50k,some college,unknown,north america,46-60
61,government,195519,14,single,single,white,female,0,0,25,<=50k,tertiary,white collar,north america,61-75
22,government,34310,10,single,child,white,male,0,0,25,<=50k,some college,blue collar,north america,18-25
33,unknown,314913,7,divorced or separated,child,white,male,0,0,53,<=50k,secondary,unknown,north america,26-35
36,government,747719,15,married,female spouse,white,female,15024,0,50,>50k,tertiary,white collar,north america,36-45
43,government,188280,14,divorced or separated,single,white,female,914,0,40,<=50k,tertiary,white collar,north america,36-45
25,private,110978,12,married,female spouse,asian or pacific islander,female,0,0,37,>50k,associate,white collar,asia,18-25
17,private,79682,6,single,extended relative,white,male,0,0,30,<=50k,secondary,service,north america,<18
45,private,294671,11,married,male spouse,white,male,4386,0,38,>50k,associate,blue collar,north america,36-45
30,private,340899,15,single,single,white,male,0,1590,80,<=50k,tertiary,white collar,north america,26-35
40,private,192259,14,single,single,white,male,0,0,35,<=50k,tertiary,white collar,north america,36-45
31,government,190228,14,single,single,white,male,0,0,45,<=50k,tertiary,white collar,north america,26-35
42,private,118947,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,36-45
53,private,55861,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,blue collar,north america,46-60
37,private,238433,2,married,male spouse,white,male,0,0,40,<=50k,primary,blue collar,central america,36-45
37,government,166744,9,married or separated,single,white,female,0,0,20,<=50k,secondary-school graduate,service,north america,36-45
54,private,144586,10,married,female spouse,white,female,0,0,40,>50k,some college,white collar,north america,46-60
36,private,134367,9,divorced or separated,child,white,female,0,0,30,<=50k,secondary-school graduate,service,north america,36-45
46,private,203039,13,married,male spouse,white,male,0,0,48,<=50k,tertiary,white collar,north america,46-60
32,private,217460,5,married,male spouse,white,male,0,0,50,<=50k,secondary,blue collar,north america,26-35
17,private,106733,7,single,child,white,male,594,0,40,<=50k,secondary,blue collar,north america,<18
42,government,212027,13,divorced or separated,single,black,male,0,0,40,<=50k,tertiary,white collar,north america,36-45
